items__id;items__title;items__ns;items__url;items__revision__id;items__revision__user;items__revision__user_id;items__revision__timestamp;items__abstract;items__thumbnail;items__original_dimensions__width;items__original_dimensions__height;magazine
328252;Richard Grayson (Prime Earth);0;/wiki/Richard_Grayson_(Prime_Earth);2028306;TheOwl2528;32309277;1521664776;"Richard John ""Dick"" Grayson is the adopted son of Bruce Wayne, better known as the vigilante...";https://vignette.wikia.nocookie.net/marvel_dc/images/7/71/Nightwing_Vol_3_9_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20120513221250;900;1350;DC
517873;Bruce Wayne (Earth -52);0;/wiki/Bruce_Wayne_(Earth_-52);2027805;Devilspawn 132;34634276;1521500493;Bruce Wayne, the Batman of Earth -52, is the Red Death, one of Barbatos' Dark Knights. On his...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/69/Batman_The_Red_Death_Vol_1_1_Textless.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/600/window-height/600?cb=20170920180427;600;918;DC
517788;Barbatos (Dark Multiverse);0;/wiki/Barbatos_(Dark_Multiverse);2027804;Devilspawn 132;34634276;1521500298;In the earliest days of existence, before the Multiverse became reality, a spark of potential...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/57/Dark_Nights_Metal_Vol_1_3_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/914/window-height/914?cb=20171011205108;914;1388;DC
323626;Kara Zor-El (Prime Earth);0;/wiki/Kara_Zor-El_(Prime_Earth);2028357;NetherWolfz;34200591;1521682844;Kara-Zor-El, also known as Supergirl and Kara Danvers, is a Kryptonian superhero based in New...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/c5/Supergirl_Vol_7_12_Textless_Variant.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/565/window-height/565?cb=20170809231501;565;949;DC
373230;Katherine Kane (Prime Earth);0;/wiki/Katherine_Kane_(Prime_Earth);2028051;Samohyeah;33103785;1521603545;Kate Kane is Batwoman, one of many vigilantes who protect Gotham City using the imagery of a...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/4f/Batwoman_Vol_2_9_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20130711013448;900;1350;DC
134768;Damien Darhk (New Earth);0;/wiki/Damien_Darhk_(New_Earth);2030222;Consus, the Erudite God;5060540;1521814636;Baby-faced Damien Darhk was a mysterious, elusive, and dangerous figure. He claimed to be a...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/f1/Damien_Darhk.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/338/window-height/338?cb=20120827210146;338;764;DC
5380;Seyg-El (New Earth);0;/wiki/Seyg-El_(New_Earth);2028621;KylieMfever;1047061;1521738315;Seyg-El was a noble Lord of the House of El, one of the most respected families on all of the...;https://vignette.wikia.nocookie.net/marvel_dc/images/8/81/Seyg-El_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/454/window-height/454?cb=20111102055402;454;466;DC
1445;Jason Todd (New Earth);0;/wiki/Jason_Todd_(New_Earth);2030189;Tupka217;1038387;1521813940;Jason Todd is a vigilante anti-hero who has been a member of and antagonist to the Batman...;https://vignette.wikia.nocookie.net/marvel_dc/images/1/19/Red_Hood_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/600/window-height/600?cb=20140926163925;600;921;DC
1905;Barbara Gordon (New Earth);0;/wiki/Barbara_Gordon_(New_Earth);2031139;Tupka217;1038387;1522038333;Barbara Gordon was born the daughter of Roger C. Gordon and his wife Thelma in the suburbs of...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/b6/Oracle_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20140726184158;900;1366;DC
1494;Cassandra Cain (New Earth);0;/wiki/Cassandra_Cain_(New_Earth);2031110;JayIsSinester;33832353;1522032221;Cassandra Cain is the fourth Batgirl. Born with the assassins David Cain and Lady Shiva as her...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/d3/Batgirl_Cassandra_Cain_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/500/window-height/500?cb=20110523175622;500;762;DC
344109;Caitlin Snow (Prime Earth);0;/wiki/Caitlin_Snow_(Prime_Earth);2030528;FeegleCoalition;33463124;1521865126;Caitlin Snow was a young and bright scientist working for S.T.A.R. Labs assigned to an...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/77/Justice_League_of_America_Killer_Frost_Rebirth_Vol_1_1_Textless_Variant.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1349/window-height/1349?cb=20170129033443;1349;2048;DC
5222;Kal-El (Earth-One);0;/wiki/Kal-El_(Earth-One);2031424;Tupka217;1038387;1522147964;Superman is Earth's premiere superhero and the stalwart protector of Metropolis. Born Kal-El on...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/4d/Superman_Earth-One_002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/696/window-height/696?cb=20100519144854;696;1024;DC
1549;Slade Wilson (New Earth);0;/wiki/Slade_Wilson_(New_Earth);2030683;Tupka217;1038387;1521915021;Slade Wilson was sixteen years old when he first enlisted in the United States Army, having lied...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/90/Titans_East.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/700/window-height/700?cb=20150326034911;700;1051;DC
323441;William Batson (Prime Earth);0;/wiki/William_Batson_(Prime_Earth);2030875;Tupka217;1038387;1521972101;Billy Batson is Shazam!, a young hero empowered by ancient gods by the Wizard. Billy Batson was...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/fa/Billy_Batson_Prime_Earth_002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/495/window-height/495?cb=20130327062513;495;777;DC
1430;Bartholomew Allen II (New Earth);0;/wiki/Bartholomew_Allen_II_(New_Earth);2031109;Tyman1102;27097142;1522031518;Bart Allen is a teenage speedster and a member of the Flash Family who has gone by several code...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/57/Impulse_Bart_Allen_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/965/window-height/965?cb=20121106123358;965;1518;DC
1453;Stephanie Brown (New Earth);0;/wiki/Stephanie_Brown_(New_Earth);2031890;TupBot217;25983018;1522257397;Stephanie Brown was born the daughter of the Cluemaster, one of Gotham City third-rate villains...;https://vignette.wikia.nocookie.net/marvel_dc/images/8/84/Batgirl_Stephanie_Brown_0015.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20111018015425;900;1467;DC
494395;Jason (Prime Earth);0;/wiki/Jason_(Prime_Earth);2030532;Samohyeah;33103785;1521866380;Jason is the long lost son of Queen Hippolyta and Zeus, and Princess Diana's twin brother. When...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/fe/Jason_Prime_Earth_002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1041/window-height/1041?cb=20171011145804;1041;1600;DC
3646;Savitar (New Earth);0;/wiki/Savitar_(New_Earth);2031930;TupBot217;25983018;1522258074;A Cold War pilot for a third-world nation, the man who would become known as Savitar was to test...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/40/Savitar.jpg/revision/latest/window-crop/width/200/x-offset/26/y-offset/0/window-width/536/window-height/535?cb=20100203023445;584;535;DC
477077;August Heart (Prime Earth);0;/wiki/August_Heart_(Prime_Earth);2031607;Sromero78;25326704;1522195391;August Heart is the detective partner of Barry Allen. August was the only witness to Barry's...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/dc/The_Flash_Vol_5_6_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/791/window-height/791?cb=20160729043935;791;1200;DC
1576;Richard Grayson (New Earth);0;/wiki/Richard_Grayson_(New_Earth);2031907;TupBot217;25983018;1522257792;Dick Grayson is a vigilante in the Batman Family and the original hero known as Robin...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/25/Nightwing_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/500/window-height/500?cb=20100312103415;500;732;DC
4320;Kyle Rayner (New Earth);0;/wiki/Kyle_Rayner_(New_Earth);2031935;TupBot217;25983018;1522258185;Kyle Rayner is a high ranking member of the Green Lantern Corps from Earth. After the rest of...;https://vignette.wikia.nocookie.net/marvel_dc/images/3/35/Kyle_Rayner_06.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1280/window-height/1280?cb=20101009181628;1280;1980;DC
479358;Kong Kenan (Prime Earth);0;/wiki/Kong_Kenan_(Prime_Earth);2032141;Ranveer2;87514;1522310079;Kong Kenan, or as he would be known in Western notation, Kenan Kong, was born to Kong Zhongdan...;https://vignette.wikia.nocookie.net/marvel_dc/images/e/e8/New_Super-Man_and_the_Justice_League_of_China_Vol_1_20_Textless_Variant.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/750/window-height/750?cb=20180214162738;750;1139;DC
517842;Bryce Wayne (Earth -11);0;/wiki/Bryce_Wayne_(Earth_-11);2032065;Wikification;26833018;1522283253;Bryce Wayne, the Batwoman of Earth -11, is The Drowned, one of Barbatos' Dark Knights. Born on...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/2e/Batman_The_Drowned_Vol_1_1_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20171018134812;1500;2277;DC
326255;Zeus (Prime Earth);0;/wiki/Zeus_(Prime_Earth);2032189;TupBot217;25983018;1522323252;Zeus is the ruler of Mount Olympus and the father of most of the Gods of Olympus, as well as...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/24/Zeus_Prime_Earth_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1332/window-height/1332?cb=20171213154845;1332;1760;DC
517811;Bruce Wayne (Earth -22);0;/wiki/Bruce_Wayne_(Earth_-22);2032076;PoisonMon09;33689641;1522285066;The Batman Who Laughs is from Earth -22 of the Dark Multiverse. He is an agent of Barbatos and...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/b2/The_Batman_Who_Laughs_Vol_1_1_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/606/window-height/606?cb=20171115120337;606;910;DC
1399;Eobard Thawne (New Earth);0;/wiki/Eobard_Thawne_(New_Earth);2032468;ProfessorEobartThawne;35144141;1522344704;"Professor Eobard ""Zoom"" Thawne, also known as Reverse-Flash, is the arch-nemesis of the Flash...";https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Reverse_Flash_068.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/960/window-height/960?cb=20160809065518;960;1302;DC
521300;Bruce Wayne (Earth -12);0;/wiki/Bruce_Wayne_(Earth_-12);2032560;PoisonMon09;33689641;1522367090;When Ares created a helmet that amplified his powers a hundredfold, war broke out in the effort...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/54/Bruce_Wayne_Earth_-12_0001.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/559/window-height/559?cb=20171029141747;559;861;DC
1560;Nathaniel Adam (New Earth);0;/wiki/Nathaniel_Adam_(New_Earth);2032713;Ranveer2;87514;1522437117;Nathaniel Adam was a United States Air Force officer during the Vietnam War era. He was framed...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/d8/Justice_League_Generation_Lost_Vol_1_18_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/630/window-height/630?cb=20140103230358;630;960;DC
407427;Duke Thomas (Prime Earth);0;/wiki/Duke_Thomas_(Prime_Earth);2032740;Dank;129731;1522440776;Duke Thomas is a vigilante and a member of the Batman Family. He joined the We Are Robin...;https://vignette.wikia.nocookie.net/marvel_dc/images/3/37/Batman_and_the_Signal_Vol_1_1_Shalvey_Variant_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1186/window-height/1186?cb=20171029163018;1186;1800;DC
323174;Jason Todd (Prime Earth);0;/wiki/Jason_Todd_(Prime_Earth);2032917;BBBBGarden Golden;15858627;1522476283;Jason Todd is Red Hood, a vigilante anti-hero who is a member of the Batman Family and the...;https://vignette.wikia.nocookie.net/marvel_dc/images/3/32/Red_Hood_and_the_Outlaws_Vol_1_29_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20140319213650;1500;2408;DC
328249;Bartholomew Allen (Prime Earth);0;/wiki/Bartholomew_Allen_(Prime_Earth);2032563;Sromero78;25326704;1522367505;Barry Allen is The Flash, the fastest man alive. Using his super-speed powers, he taps into the...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/74/Flash_0006.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1375/window-height/1375?cb=20120215162619;1375;2087;DC
1458;Green Lantern (Hal Jordan);0;/wiki/Green_Lantern_(Hal_Jordan);2032947;Tupka217;1038387;1522483018;Hal Jordan is the most well-known Green Lantern. He was the first human ever inducted into the...;https://vignette.wikia.nocookie.net/marvel_dc/images/0/09/Hal_Jordan_024.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20130718162147;900;1350;DC
1607;Cassandra Sandsmark (New Earth);0;/wiki/Cassandra_Sandsmark_(New_Earth);2033427;KylieMfever;1047061;1522648740;"Cassandra ""Cassie"" Sandsmark was the second person to be called Wonder Girl the first being...";https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Cassie_Sandsmark_New_Earth_0005.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1280/window-height/1280?cb=20100705201715;1280;1994;DC
6791;Aztar (New Earth);0;/wiki/Aztar_(New_Earth);2033492;Tupka217;1038387;1522679330;The Spectre is the divine Spirit of Vengeance, a powerful agent of the Presence, bound to a...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/2f/Showcase_Vol_1_60.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/400/window-height/400?cb=20170327034837;400;593;DC
321813;Raven (Prime Earth);0;/wiki/Raven_(Prime_Earth);2032747;Tupka217;1038387;1522441009;Raven is the daughter and herald of the demon Trigon and a member of the Teen Titans. Raven was...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/d6/Teen_Titans_0002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/700/window-height/700?cb=20150330170126;700;1054;DC
439062;Jonathan Samuel Kent (Prime Earth);0;/wiki/Jonathan_Samuel_Kent_(Prime_Earth);2032930;Axfhsdf;35160051;1522479079;"Jonathan ""Jon"" Kent is the firstborn son of Kryptonian superhero Superman and news reporter Lois...";https://vignette.wikia.nocookie.net/marvel_dc/images/2/2c/Superman_Vol_4_6_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20160908234158;1500;2254;DC
1460;Catwoman (Selina Kyle);0;/wiki/Catwoman_(Selina_Kyle);2033609;Samohyeah;33103785;1522712017;Selina Kyle is Catwoman, a costumed adventurer who's been both a super-hero and super-villain...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/7a/Catwoman_0007.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/750/window-height/750?cb=20110523151257;750;1152;DC
314286;Bruce Wayne (Prime Earth);0;/wiki/Bruce_Wayne_(Prime_Earth);2033540;Tupka217;1038387;1522693049;Batman is the superhero protector of Gotham City, a man dressed like a bat who fights against...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a6/Batman_Vol_2_2_Variant_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/600/window-height/600?cb=20120228075313;600;913;DC
328247;Arthur Curry (Prime Earth);0;/wiki/Arthur_Curry_(Prime_Earth);2032958;O21014;31447521;1522490601;Arthur Curry is Aquaman, an adventurer who is half-human and half-Atlantean. This gives him a...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/9b/Aquaman_0176.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/687/window-height/687?cb=20110909221325;687;1044;DC
386679;Wallace West (Prime Earth);0;/wiki/Wallace_West_(Prime_Earth);2033785;Tmaster10;30350318;1522802425;Wally West is the fastest man alive, and the second speedster known as the Flash. Using his...;https://vignette.wikia.nocookie.net/marvel_dc/images/0/03/Flash_Wally_West_0188.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/593/window-height/593?cb=20160807234252;593;900;DC
1451;Timothy Drake (New Earth);0;/wiki/Timothy_Drake_(New_Earth);2033612;Zandroid3;35190070;1522721655;Tim Drake is a vigilante and member of the Batman Family. He became the third Robin at a young...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/c5/Red_Robin_0019.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20111019113139;900;1384;DC
328251;Diana of Themyscira (Prime Earth);0;/wiki/Diana_of_Themyscira_(Prime_Earth);2033918;Samohyeah;33103785;1522855007;Wonder Woman is the princess Diana, the daughter of Hippolyta, Queen of the Amazons, and Zeus...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/cc/Wonder_Woman_Vol_5_4_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20160810132845;1500;2179;DC
321713;Kon-El (Prime Earth);0;/wiki/Kon-El_(Prime_Earth);2034339;MysteryScooby;5504437;1522989359;Superboy is a clone of Jon Lane Kent created by N.O.W.H.E.R.E., an organization which threatens...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/b7/Superboy_Vol_6_5_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1000/window-height/1000?cb=20150821171509;1000;1532;DC
10133;Lucifer Morningstar (New Earth);0;/wiki/Lucifer_Morningstar_(New_Earth);2034406;ChocolateElemental;29521428;1523035042;Lucifer Morningstar is a rebel archangel who was once given Hell as his own domain. After...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/60/Lucifer16.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1230/window-height/1230?cb=20150316155839;1230;1920;DC
38764;Damian Wayne (Prime Earth);0;/wiki/Damian_Wayne_(Prime_Earth);2034242;DCLover1995;31733277;1522954888;Damian Wayne is the son of Batman and Talia al Ghul. This makes him an heir to the world's...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/c5/Robin_Damian_Wayne_0009.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/922/window-height/922?cb=20121214124629;922;1400;DC
491031;Wayne Wilkins (Prime Earth);0;/wiki/Wayne_Wilkins_(Prime_Earth);2034735;Tupka217;1038387;1523130104;Red Tool is a vigilante obsessed with Harley Quinn, to the point of stalking her. At first...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/dd/Harley_Quinn_Vol_2_28_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20160518144944;1500;2277;DC
519500;Jack Napier (White Knight);0;/wiki/Jack_Napier_(White_Knight);2034671;Tupka217;1038387;1523111188;History of character has not yet been written. Abilities Genius Level Intellect, Hand-to-Hand...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/26/Jack_Napier_%28White_Knight%29_0001.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/566/window-height/566?cb=20171004133739;566;742;DC
341472;Slade Wilson (Prime Earth);0;/wiki/Slade_Wilson_(Prime_Earth);2034667;SteelLight20;31548569;1523110154;Slade Wilson, known by his codename, Deathstroke, is an elite mercenary, commonly considered the...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/9e/Deathstroke_Vol_4_30_Textless_Variant.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/559/window-height/559?cb=20180404172044;559;850;DC
528536;Ethan Avery (Prime Earth);0;/wiki/Ethan_Avery_(Prime_Earth);2034920;Tuyul man;28999161;1523196021;"Ethan ""Elvis"" Avery was subjected to the mysterious Damage Project to be turned into a living...";https://vignette.wikia.nocookie.net/marvel_dc/images/0/02/Damage_Vol_2_1_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1176/window-height/1176?cb=20180117114913;1176;1800;DC
329348;Harleen Quinzel (Prime Earth);0;/wiki/Harleen_Quinzel_(Prime_Earth);2034947;Shemar322;26293136;1523199397;Harley Quinn is the former girlfriend and sidekick to the Joker a criminal psychologist turned...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/da/Harley_Quinn_Vol_2_9_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20140813193358;1500;2277;DC
328250;Kal-El (Prime Earth);0;/wiki/Kal-El_(Prime_Earth);2035016;Ranveer2;87514;1523219064;Superman is the last son of Krypton, sent as the dying planet's last hope to Earth, where he...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/4d/Superman_Vol_4_20_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1280/window-height/1280?cb=20170405101413;1280;1960;DC
1580;Kara Zor-L (Earth-Two);0;/wiki/Kara_Zor-L_(Earth-Two);2035235;Mr. Waddle Dee;3014359;1523321604;Power Girl is the Earth-Two counterpart of Supergirl and first cousin to Kal-L, the Superman of...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a9/Power_Girl_0004.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/800/window-height/800?cb=20140802150200;800;1187;DC
390827;Jessica Cruz (Prime Earth);0;/wiki/Jessica_Cruz_(Prime_Earth);2035127;BunnyBoy29;24002803;1523251372;Jessica Cruz inherited the ring of the Crime Syndicate's Power Ring, becoming the new Power Ring...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/94/Green_Lanterns_Vol_1_1_Textless_Variant.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/600/window-height/600?cb=20160617031025;600;912;DC
329429;Barbara Gordon (Prime Earth);0;/wiki/Barbara_Gordon_(Prime_Earth);2035278;Samohyeah;33103785;1523332042;Barbara Gordon is the Gotham City vigilante known as Batgirl. She is the daughter of...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/cc/Batgirl_and_the_Birds_of_Prey_Vol_1_19_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1155/window-height/1155?cb=20180214160037;1155;1800;DC
90789;Edwin Gauss (New Earth);0;/wiki/Edwin_Gauss_(New_Earth);2035475;TNTComics;29412937;1523405876;Considered the greatest American genius since the days of Mr. Terrific, Edwin Gauss became the...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/dc/Folded_Man_005.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/500/window-height/500?cb=20121014205741;500;742;DC
1577;Zatanna Zatara (New Earth);0;/wiki/Zatanna_Zatara_(New_Earth);2035370;Tupka217;1038387;1523374561;Zatanna Zatara is the daughter of magician Giovanni “John” Zatara and Sindella, a member of the...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/63/Zatanna_015.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/400/window-height/400?cb=20100503050857;400;600;DC
411130;Cyrus Gold (Gotham);0;/wiki/Cyrus_Gold_(Gotham);2035438;VB1989;28131954;1523399514;Butch Gilzean, born Cyrus Gold, was the loyal right-hand man of Fish Mooney and later (after...;https://vignette.wikia.nocookie.net/marvel_dc/images/3/33/Cyrus_Gold_Gotham_0001.jpg/revision/latest/window-crop/width/200/x-offset/57/y-offset/0/window-width/364/window-height/363?cb=20171020145910;474;363;DC
1455;Joker (New Earth);0;/wiki/Joker_(New_Earth);2035328;Tupka217;1038387;1523360277;The Joker is a homicidal maniac and the archenemy of Batman. His real name and origin are...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/58/Joker_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/500/window-height/500?cb=20140725171230;500;750;DC
5133;Kal-El (Earth-Prime);0;/wiki/Kal-El_(Earth-Prime);2035530;Precrisisdcfan;29272862;1523423651;Kal-El was born to Lara and Jor-El of the planet Krypton. When Kal-El was still a toddler, his...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/c8/Superman_Prime_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1988/window-height/1988?cb=20160213014016;1988;3056;DC
1422;Batman (Bruce Wayne);0;/wiki/Batman_(Bruce_Wayne);2035294;Tupka217;1038387;1523334747;Batman is the superhero protector of Gotham City, a man dressed like a bat who fights against...;https://vignette.wikia.nocookie.net/marvel_dc/images/3/33/Batman_002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20130412165015;900;1487;DC
1380;Flash (Barry Allen);0;/wiki/Flash_(Barry_Allen);2035520;RF2463;33943881;1523421907;Barry Allen is the second incarnation of The Flash, the fastest man alive. Using his super-speed...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/42/Flash_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20120215162610;900;1384;DC
14006;Kon-El (New Earth);0;/wiki/Kon-El_(New_Earth);2035481;Lawrence King;1257201;1523406358;Superboy, also known as Kon-El and Conner Kent, was a clone designed to replace Superman after...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a3/Conner_Kent_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20130702220009;900;1366;DC
15187;One-Above-All (Multiverse);0;/wiki/One-Above-All_(Multiverse);4304070;Nurdboy42;11220539;1515278130;Apparently responsible for the existence of all life in the Multiverse and possibly beyond, the...;https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/One-Above-All_%28Multiverse%29_from_Thanos_The_Infinity_Finale_Vol_1_1_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/412/window-height/412?cb=20160426140219;412;662;MARVEL
2456;Thanos (Earth-616);0;/wiki/Thanos_(Earth-616);4428035;The Many-Angled One;4548390;1523468327;Thanos was one of the last sons of A'Lars, progenitor of the second colony of Eternals on Titan...;https://vignette.wikia.nocookie.net/marveldatabase/images/d/d7/Thanos_%28Earth-616%29_and_Sui-San_%28Earth-616%29_from_Thanos_Rising_Vol_1_2_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1920/window-height/1920?cb=20180305004653;1920;2811;MARVEL
7139;Steven Rogers (Earth-616);0;/wiki/Steven_Rogers_(Earth-616);4402579;MysteryScooby;5504437;1521667779;See also: Expanded History Steve Rogers was born July 4, 1920, to poor Irish immigrant parents...;https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/Captain_America_Vol_6_2_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20110719042719;900;1367;MARVEL
1678;Peter Parker (Earth-616);0;/wiki/Peter_Parker_(Earth-616);4427260;Ben 1,000,911;24812000;1523396269;See also: Expanded History Peter Benjamin Parker was born in Queens to Richard and Mary Parker...;https://vignette.wikia.nocookie.net/marveldatabase/images/0/07/Amazing_Spider-Man_Vol_3_19.1_Ponsor_Variant_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/791/window-height/791?cb=20150319005417;791;1200;MARVEL
